label,sentence1
0,"""""[a] prima facie case of good faith purpose is achieved by the mere allegation . . . that the information sought is for a proper purpose."""""
1,"in so holding, we must necessarily recede, in part, from our prior decision in orlando regional healthcare system, inc. v. alexander."
0,"see luton, 272 or app at 490-91."
1,"in so holding, we overrule newsome v. state, 197 miss. 797, 20 so.2d 708 (1945), in which this court held the dangerous character of the victim could not be proven by his prior acts of violence, although the defendant had knowledge thereof."
0,hence he is not entitled to relief on this ground either.
0,"citing """"the inflexible policy of the yavapai county attorney . . . to automatically seek capital punishment in every case where evidence of at least one statutory aggravating factor was present,"""" the dissent would have """"treat[ed] [the prosecutors'] failure to exercise . . . discretion as a non-statutory mitigating circumstance."""""
0,"cf. ammons v. okeechobee county, 710 so. 2d 641, 645 (fla. 4th dca 1998) (rejecting a claim of violation of substantive due process based on allegedly wrongful revocation of occupational license, as """"[t]he denial of such a license does not prevent a business owner from pursing a lawful occupation,"""" but """"merely prevents the business from operating at a particular location"""") appellants' allegations do not support a claim that they were prohibited from engaging in their chosen trade or profession or that they were unable to operate the club at another location."
1,"it is obviously inconsistent with our more recent cases, and is hereby overruled."
1,"in so doing, we realize that we are departing from hinckle v. state, del"
1,"to the extent that lee suggests a hard-and-fast rule that there can be no claim for negligent display of merchandise, the suggestion conflicts with the general rule of landowner liability that we have described, and we disavow it."
1,"to the extent that state v. martin, 285 kan. 994, 179 p.3d 457,cert."
0,"the second implies that the matter is not constitutionally entrusted to another branch, but that for prudential reasons we should not decide it anyway, leading to the inevitable consequence that another branch of government will decide the constitutional limits of its own power."
0,"id., at 216."
0,crossroads also has offender rules consistent with the smoking policy.
1,"in conclusion, we approve the result in boecher and disapprove the third district's contrary opinions in carrera and adair."
0,"this rebuttable inference stands even when the [s]tate offers no evidence of how the defendant came to possess the vehicle in which drugs were found."""" (quoting lee v. state, 835 so. 2d 1177, 1179 (fla. 4th dca 2002)))."
0,"in sum, we hold that peck did not refuse to perform the duties of his employment with the company when he declined to assume the different duties of a different position in a different location."
0,"spokeo does not hold otherwise; although it focuses on injury-in-fact, it reiterates that all three elements form the """"'irreducible constitutional minimum' of standing."""""
1,"we disapprove britton, supra, 156 cal.app.3d 689, sedillo, supra, 135 cal.app.3d 616, and palmquist, supra, 123 cal.app.3d 1, to the extent they suggest otherwise."
1,"less than two years ago, this court decided webb v. sowell, 387 s.c. 328, 692 s.e.2d 543 (2010), which held that ordering a non-custodial parent to pay college expenses violates equal protection, thus overruling thirty years of precedent flowing from risinger v. risinger."
0,"according to napa auto parts, the straws drove the vehicle """"for approximately six [] weeks and [] for between 500 to 600 miles prior to the accident with no incidents."""""
1,we therefore overrule mathis to the extent it adopted the presumption doctrine.
0,"because all presumptions are in favor of the constitutionality of a statute, the burden is on the party claiming that the law is unconstitutional to prove it."
1,"accordingly, we recede from that portion ofhenderson which conflicts with our ruling here, affirm washington's convictions, and certify conflict withcrawford."
0,the legislative history informs our interpretation of  1498.
0,"see commonwealth v. sadberry, 44 mass. app. ct. 934, 936 (1998) (gun's location near defendant in car was proper consideration on question of dominion and control)."
1,"we conclude, as did jacobs, that webb changes the analysis, and that besendorfer should no longer be followed."
0,"on appeal, the government argues that: """"[t]he specification contains a detailed description of a best mode embodiment of the invention with every reference to power being expressed in the [i]mperial units of 'horsepower' or 'hp,'"""" cross-appellant's br. 55 (footnote omitted); see '032 patent col."
0,"likewise, we have relied on the framework of that section in recognizing the principle that even when an actor's conduct does not create a risk of physical harm, the actor may still owe an affirmative duty of care based on a special relationship."
0,"under tennessee rule of evidence 801, """"'hearsay' is a statement, other than one made by the declarant while testifying at the trial or hearing, offered in evidence to prove the truth of the matter asserted."""""
0, id.  2679(d)(5).
1,"to the extent that copper liquor inc. v. adolph coors co., 684 f.2d 1087 (5th cir. 1982), modified on other grounds en banc, 701 f.2d 542 (5th cir. 1983), held otherwise, it is overruled."
1,"therefore, the position previously stated in watson v. state, supra, and robinson v. state, supra, is hereby, overruled."
0,"hudson, justice."
1,"to the extent reasoning in in re rachael c., supra, 235 cal.app.3d 1445, implies the contrary, it is disapproved."
0,"see crowell constructors, inc. v. state ex rel. cobey, 328 n.c. 563, 563-64, 402 s.e.2d 407, 408 (1991); mckinney v. duncan, ___ n.c. app. ___, ___, 808 s.e.2d 509, 512 (2017) (""""the order is devoid of any stamp-file or other marking necessary to indicate a filing date, and therefore it was not entered."
0,the court may instruct jurors regarding victim impact evidence or other sections of the final instructions (#7.11) as part of the preliminary instruction.
0,"to the extent the motions to dismiss raised the issue, it is apparent plaintiffs' subsequent summary judgment motion explicitly waived and abandoned this issue."
0,"although white testified that gladys herself called him to discuss the preparation of her 2008 will, clara disputed whether her mother could have looked up the number in the phone book. according to clara, gladys's eyesight had become so poor that gladys had difficulty reading or even seeing a glass of water in front of her. clara further testified that gladys needed help dialing phone numbers and would ask clara to dial the numbers for her. 33."
0,writ denied on the showing made.
0,"third, the district court's sanction was not an abuse of discretion."
0,"thus, the texas supreme court held that the reports were deficient because they did not adequately show a causal relationship."
0,"id.; see also carey v. piphus, 435 u.s. 247, 248 (1978) (holding that section 1983 plaintiffs were """"entitled to recover only nominal damages"""" """"in the absence of proof of actual injury."""").  "
1,"in that regard, the legislature expressly declared: ""it is the intent of this legislation to provide that all objections to the form and substance of the moving and opposing papers shall be first made in the trial court and not on appeal by the parties or by the appellate court and to expressly overrule the rules stated in witchell v. dekorne [(1986)] 179 [cal.app.3d] 965 [ 225 cal.rptr. 176] and zuckerman v. pacific savings bank."
1,"however, to the extent that that case is in conflict with our present holding, it is hereby overruled."
0,i also look to the more recent case of
0,"(city of industry v. gordon (1972) 29 cal.app.3d 90, 94; see also county of los angeles v. ortiz (1971) 6 cal.3d 141, 148.)"
1,"we disapprove harris, karcher, and philips to the extent they are in conflict with this decision."
1,"in addition, we overrule our prior precedent in ferreira v. sec'y for the dep't of corr., 183 fed.appx. 885 (11th cir.2006) and rainey v. sec'y for the dep't of corr., 443 f.3d 1323 (11th cir.2006), to the extent they are inconsistent with the supreme court's holding in burton v. stewart,"
0,"whether to grant an award under  97-88.1,"
0,"the court of criminal appeals resolved the certified question by holding that the badt fee statute violates """"due process principles."""""
1,"on reconsideration in light of feola, newson and other recent opinions, we are convinced that the holdings in findley and baltrunas requiring knowledge of the jurisdictional facts cannot be sustained and should be overruled."
1,"as i explained previously in this opinion, the majority opinion relies on the exercise of its supervisory authority and, to the extent it may be interpreted as holding contrary to the majority opinion, overrules chyung v. chyung, supra, 86 conn.app. at 665, 862 a.2d 374, the case on which the appellate court relied."
1,"however, in view of our more recent decisions cited above, it is our opinion that any language in spence inconsistent with such decisions should be overruled, and we so hold."
1,we do not reinstate other portions of davis that have been subsequently overruled.
1,"in that vein, the sharp court reexamined the five-part test from bird , ultimately disapproving of the third part of the test requiring that the hearsay statement must have been made outside the presence of the accused."
1,lapeyrouse and terry are overruled to the extent that they differ from the views expressed in this opinion.
1,"therefore, for the reasons discussed above, we approve the fifth district's decision in this case and disapprove the second district's decision in estrada to the extent it is inconsistent with this opinion."
0,"the result of this appeal, however, has caused me to revisit the court's decision in alvear i. see ex parte alvear, 524 s.w.3d 261 (tex. app.waco 2016, no pet.)."
1,on this point casey overruled the holdings in two cases because they undervalued the state's interest in potential life.
0,"seepersad's criminal conviction limits our jurisdiction to constitutional claims and colorable questions of law, 8 u.s.c.  1252(a)(2)(c), (d), for which our review is de novo, pierre v. holder, 588 f.3d 767, 772 (2d cir. 2009)."
0,"state v. carrawell, 481 s.w.3d 833, 837 (mo.banc 2016)."
1,"thus, to the extent that the decisions of this court in carney v. moody, supra and in fireman's fund ins. v. government emp. ins., ky., 635 s.w.2d 475 (1982), are in conflict with our decision in this case, they are overruled."
0,". . . the connection between the cause of death and the burglary . . . must involve more than just their occurrence at the same time and place."""""
1,"to the extent that dorgan v. dorgan, 811 so.2d 552 (ala.civ.app. 2001), held to the contrary by indicating that a trial court's determination of a parent's underemployment requires a written finding that application of the child-support guidelines would be unjust or inappropriate, its holding is inconsistent with rule 32(b)(5), ala. r. jud. admin., and dorgan is hereby overruled to that extent."
0,"ultimately, the court found the probative value of the other-crimes evidence outweighed the prejudicial impact."
1,"see also the progeny of the williams decisions, likewise overruled as to this holding: state v. fisher, 362 so.2d 553 (la. 1978); state v. proctor, 354 so.2d 488 (la. 1977); state v. dickerson."
1,"shannon v. commonwealth, supra, at 548-51 (shannon, part i) readdressed this reasonable/unreasonable belief analysis, overruled baker and gray, and reinstated blake v. commonwealth."
1,we therefore overrule clouthier to the extent that it identified a single deliberate indifference standard for all  1983 claims and to the extent that it required a plaintiff to prove an individual defendant's subjective intent to punish in the context of a pretrial detainee's failure-to-protect claim.
0,we now apply these principles of appellate review for the sufficiency of evidence for the armed robbery in this case.
1,the cases set forth in footnote 1 are overruled.
0,father contends that there was substantial evidence presented regarding the parties' incomes that would have enabled the trial court to make a determination regarding child support.
1,"because jones/walker relates only to sufficiency of the evidence, we hereby disavow the language holding otherwise in sandoval."
1,we reverse the duncan cases to the extent that they hold that pending motions to suppress do not become preliminary pleas after prosecution has been instituted.
1,we therefore reverse the order denying the motion to suppress and recede from any language in moskowitz which could be interpreted contrary to our holding in this case.
1,we here merely recede from prior cases in order to establish a rule which we are convinced will be productive of results more nearly consonant with the demands of justice and the dictates of ethics and morality.
0,the intention of the parties or their own beliefs as to what state is the child's home state are irrelevant.
1,"we therefore overrule j.w.j. v. p.k.r., supra, and reaffirm the holdings in m. u., supra, and heller."
1,"to the extent that the decision in succession of suggs, supra, is contrary to the view expressed herein, it is expressly overruled."
1,"in day v. united states, supra, 390 a.2d at 970, which was decided more than 2 years before the pretrial appeal in this case, we disapproved such inaction."
0,"he appealed,   and in united states v. ferguson, 831 f.3d 850 (7th cir. 2016), we vacated his sentence and remanded the case to a new judge, who imposed a 35-year sentence."
1,"the contrary conclusion of some lower courts rests on the following logic: the term ""information"" in subparagraph (b) must be read in tandem with the term ""information"" in sub-paragraph (a), and the term ""information"" in subparagraph (a) refers to the information on which the publicly disclosed allegations are based."
1,"to this extent, the majority opinion in cooper is in error and is overruled."
1,thus the reasoning of the court of appeals in trulock was unsound.
1,we therefore overrule the barker decision and adopt the economic interest rule as the test for determining the tax treatment of income derived from hard mineral extraction agreements.
1,"having considered the present appeal in banc in order to clarify our precedents with respect to the scope of the government's navigational servitude, we now reverse the judgment of the claims court, overrule those portions of pitman and ballam which are inconsistent with the following opinion, and remand this case for further proceedings not inconsistent herewith."
0,kopera testified for the state at mcghie's trial.
1,"we also disapprove thompson, moorer, and burrell to the extent that they are inconsistent with this opinion."
1,we now overrule st. john's interpretation and affirm the sentence imposed by the district court.
1,"as previously noted, we overrule in re hayes, supra, 70 cal.2d 604, 75 cal.rptr. 790, 451 p.2d 430, and disapprove people v. harrison, supra, 1 cal.app.3d 115, 81 cal.rptr. 396."
1,"we therefore disapprove of the holding to the contrary in san juan 1990-a, l.p. v. meridian oil inc."
0,"see garrett v. garrett, 111 nev. 972, 973-74, 899 p.2d 1112, 1113-14 (1995) (explaining that the statutory cap is the amount that is established by the nrs 125b.070 formula and serves as the starting point from which the court must begin its calculations when allowing any deviations)."
0,"ordinarily, dismissal for failure to state a claim is without prejudice, and the court has discretion to permit a party to amend the pleading to allege additional facts in an effort to state a claim."
0,"further, in adler v dormio, 309 mich app 702, 708; 872 nw2d 721 (2015), this court set forth the legal principles that govern the trial court's decision concerning whether relief from judgment is appropriate pursuant to mcr 2.612(c)(1)(f):"
1,"to the extent that our decision in united states v. albertini, 830 f.2d 985 (9th cir. 1987), conflicts with rodgers, we overrule albertini."
1,we conclude that the neff and ward holdings are inconsistent with the limitations on the maintenance and cure remedy imposed by the supreme court and must be overruled to the extent of such inconsistency.
0,"16 u.s.c.  1532(6), (20)."
0,"a plea to the jurisdiction challenges the subject matter jurisdiction of the courtif the trial court does not have subject matter jurisdiction, the court does not have authority to consider the matter."
1,we conclude that the reasons for overruling plair and its progeny are sufficiently weighty.
1,"accordingly, we approve in part and quash in part the district court's decision in this case; we disapprove liu v. mandina, 396 so.2d 1155 (fla. 4th dca 1981); and we direct that this cause be remanded for further proceedings consistent with this opinion."
1,"to the extent the court of appeals decision in blossom chevrolet holds otherwise, it is disapproved."
0,"in sum, we found the court's sentence substantively unreasonable in morgan because the court considered impermissible factors and failed to consider an important factor: general deterrence."
0,"id.; see also state v. gabert, 152 vt. 83, 85, 564 a.2d 1356, 1358 (1989) (quoting kasper, 145 vt. at 120, 483 a.2d at 610 for proposition that """"the record must reveal that the elements of each offense were explained to the defendant"""")."
1,we disapprove of this language in l.c.
1,"accordingly, we disapprove huang to the extent it is inconsistent with the views set out in this opinion."
1,"while in many cases the calculation may, as a matter of fact, run from the date the complaint was filed (because the person making service received the summons and complaint on the same day) or run from expiration of the statute of limitation (because the complaint was filed on the last day of the limitation period and the complaint and summons was received by the person making service on the same day), to the extent these cases misstate the proper rule to be applied generally, they must be overruled."
0,"in its opinion in sanchez-gomez, the supreme court rejected the concept that the previously shackled defendants had shown a sufficient stake in the outcome to avoid mootness because they """"sought relief from the restraint policy not merely for themselves, but for all in-custody defendants in the district."""""
0,"see in re mission consol. indep. sch. dist., 990 s.w.2d 459, 461 (tex. app.corpus christi 1999, orig. proceeding [mand."
1,"however, we disapprove angelus to the extent that it holds section 733.212(3) does not bar objections that a personal representative was never qualified to serve."
1,"for the reasons set forth above, we now overrule skov, o'neal and pettigrew."
0,this defendant was   hands-on.
0,"in that case, at least two other property owners had an interest in the purported easement, because their properties abutted the easement, but were not named in the suit."
0,the opening statement was based on what the prosecutor intended to prove by the evidence.
1,we then explain why we conclude that smothers clearly erred in tying the remedy clause to the common law in 1857 and should be overruled.
0,"on this record, the trial court had no reason to know defendants objected to the limitation imposed by its ruling, and the court had no opportunity to prevent or correct the purported misconduct that defendants assert now on appeal."
0,the circumstances here are similar.
0,id.  4 cmt.
1,"in conclusion, we have overruled mcginn and held that the trial court should inform the jury of the effect of apportioning 50% or more of the negligence to the plaintiff."
0,"the matter is remanded to the district for an award of a precise and certain amount of damages and specific declaratory judgment relief, without reference to an extrinsic source."
0,"defendant is unable to demonstrate that he was prejudiced as a result of the trial court's alleged error because the record reveals that defendant's retained counsel was added as cocounsel on the first day of his trial, indicating defendant was able to move forward with counsel of his choice."
0,"reilly, judge  ramsey county district courtfile no. 62-cr-17-1420  lori swanson, attorney general, st. paul, minnesota; and  john choi, ramsey county attorney, thomas r. ragatz, assistant county attorney, st. paul, minnesota (for respondent)  cathryn middlebrook, chief appellate public defender, john donovan, assistant public defender, st. paul, minnesota (for appellant)  considered and decided by bjorkman, presiding judge; larkin, judge; and reilly, judge."
1,"##note: armistead v. state personnel bd. is the case at bar, reversed."
0,"at the time the trial court entered its final judgment of dismissal in march 2016, the case law in this area was arguably in a state of flux, but that is no longer the situation."
1,"therefore, the language in crawford that is in conflict with our holding here is expressly disapproved."
1,"we, therefore, overrule that portion of smith v. simpson that limits the act's definition of a pedestrian."
0,"gallagher was actually a subcontractor with dyntek, which was a contractor with nychh."
0,"the administrator must then review the petition within 60 days and object if the petitioner """"demonstrates"""" a permit applicant's noncompliance with caa requirements. nypirg, 321 f.3d at 333; 42 u.s.c.  7661d(b)(2)."
0,the issues raised on the appeal from the order are brought up for review and have been considered on the appeal from the judgment (seecplr 5501[a][1]).
1,another case in which a new rule was created by overruling precedent is state v. ikezawa.
0,"nor did ms. shahin offer any authority interpreting rule 59(e), or any legal argument to persuade this court that the motion for reconsideration was incorrectly decided."
1,"we therefore overrule tomco and el farra on this point, and hold that a district court, when presented with a  10(j) petition, need not determine whether there is reasonable cause to believe that an unfair labor practice has been committed."
1,"because of this, and because the johnson remedy also independently relied on coram nobis principles, we deem it inappropriate to continue to rely on the johnson remedy, and conclude that the restoration of a denied direct appeal through resentencing to establish a new appeal time frame is no longer feasible."
1,"we now over-rule barnes, french, and tucker to the extent that they conflict with the requirements and provisions of the mississippi rules of civil procedure and subsequent decisions of this court."
1,"accordingly, we approve the third district's decision in this case and disapprove gill to the extent that it is inconsistent with this opinion."
0,"of course, public corporations are not invariably regarded as units of the government for purposes of the government speech doctrine."
0,"dr. hunter used the minnesota multiphasic personality inventory-2 to diagnose stacie with """"major depressive disorder, recurrent, moderate."""""
1,"we recede from columbia casualty co. v. zimmerman, 62 so.2d 338 (fla. 1952), and the cases which relied upon it to the extent that the columbia casualty decision is in conflict with our answer to the certified question."
0,"those narrow circumstances, however, only include an action for mandamus to compel a court's performance or nonperformance of a ministerial or clerical act, see green v. ingrassia, 665 n.y.s.2d 577, 577 (2d dep't 1997), or a prohibition action to restrain a judicial officer from acting without jurisdiction or in excess of jurisdiction."
0,a trial court should grant the state's motion for a dismissal if the request meets the good cause and open court requirements of crim.r. 48(a).
0,the court then denied both of mr. denzmore's motions.
1,"for the reasons set forth below, we quash the fourth district's decision in alcorn because the fourth district incorrectly analyzed the prejudice prong, but we also disapprove the conflict cases revell and lewis because their analysis is inconsistent with the united states supreme court's decisions in frye and lafler."
0,"""""'this result only follows, however, if the misrepresentation relates to the very nature of the proposed contract itself and not merely to one of its nonessential terms.'"""" brumley, 945 n.e.2d at 779 (quoting restatement (second) of contracts  163 (1981))."
1,"this presumption, however, is not conclusive, and any statement to the contrary in lahn v. structural pest control board, 135 cal.app.2d 289 [ 287 p.2d 17], and any inferences to the contrary in any other case or cases are disapproved."
1,"after careful consideration, we have decided to resolve this conflict by receding from g.d.w. and gainer to the extent they hold that an improper transfer order renders all proceedings following such an order null and void."
0,"there was no evidence that any worker had experienced any problems with the safety policy as practiced on the bargei.e., either chocking or chaining."
1,"the fact that plaintiff had present, albeit inconvenient, access to his land at the time of trial was of no effect in the evans decision, and insofar as curtman is inconsistent therewith, it must be overruled."
0,"in other words, in lieu of trapping an unwary defendant, see tr. of oral arg. 29, i would rank the clerk's transmission of the amended judgment to the court of appeals as an adequate substitute for a second notice of appeal."
0,"nevertheless, if the mover will not bear the burden of proof at trial on the issue that is before the court on the motion for summary judgment, the mover's burden does not require that all essential elements of the adverse party's claim, action, or defense be negated."
0,"schmidt v. skolas, 770 f.3d 241, 248 (3d cir. 2014)."
0,"see also williams v. state, 268 ga. 488, 490 (491 se2d 377) (1997)."
1,"we think the case is distinguishable on the facts but to the extent that it holds, if it does, that written findings of fact are not required of administrative agencies, it is hereby overruled."
0,"and although thompson arguably expressed a desire to have fewer pregnant subordinates, she didn't suggest that fassbender's pregnancy somehow made her unqualified for her position."
0,"tellingly, among her original claims against respondents were claims for fraud and nondisclosure that substantially overlap with those she seeks to assert here."
1,"but abatie held that district courts may take additional evidence whenever ""[procedural] irregularities have prevented full development of the administrative record,"" abatie, 458 f.3d at 973, and to the extent that our earlier cases conflict with abatie, a later en banc decision, those cases are no longer good law."
0,"and, porter's cited authority, walton gen. contractors, inc. v. chicago forming, inc., 111 f.3d 1376, 1385 (8th cir. 1997) is inapposite."
0,"aekins, 447 s.w.3d at 278; vick v. state, 991 s.w.2d 830, 833 (tex. crim. app. 1999)."
0,"winter v. wolnitzek, 834 f.3d 681, 691 (6th cir. 2016) (quoting webster's third new international dictionary 749 (3d ed. 2002))."
0,"we disagree that these considerations establish an injury in fact to the tippinses, i.e., a concrete and particularized injury that is actual or imminent and not merely hypothetical."
0,"see minn. r. evid. 801(d)(1)(b) (""""a statement is not hearsay if . . . [t]he declarant testifies at the trial or hearing and is subject to cross-examination concerning the statement, and the statement is . . . consistent with the declarant's testimony and helpful to the trier of fact in  evaluating the declarant's credibility as a witness."""")."
0,and it would enable state courts to blame the unpopular death-sentence reprieve of the most horrible criminals upon the federal constitution when it is in fact their own doing.
1,"frazee remains good law, and howell's statement to the contrary should no longer be followed."
0,"loudermill, 470 u.s. at 546."
0,"no other third floor workers, who also worked without breathing apparatus, complained of respiratory symptoms."
1,"to the extent jensen suggests an inadvertent delay is per se unreasonable, it is disapproved."
0,id. a judgment is clearly erroneous if the findings do not support the trial court's conclusions or the conclusions do not support the judgment.
0,the court today provides no assurance that plea deals negotiated in good faith with guilty defendants will remain final.
1,"insofar as this court's decision in lamb v. page, 482 p.2d 615 (okla."
0,"see montgomery v. louisiana, 577 u.s. ,   , 136 s.ct. 718, 737738, 193 l.ed.2d 599 (2016) (scalia, j., dissenting) (recounting history)."
1,"applying the holdings in brown and green in light of caudillo, the facts of this case do not satisfy the simple kidnapping asportation standard."
0,"that is because """"if counsel has failed to conduct a reasonable investigation to prepare for sentencing, then he cannot possibly be said to have made a reasonable decision as to what to present at sentencing."""""
1,"to the extent that they state that the appropriate standard is the preponderance standard, britt, buness, j.w., and todd are disapproved of."
1,"to the extent the following cases, and any others, are inconsistent with this holding, they are hereby overruled:"
1,"to the extent that our holding on this point overrules this court's prior analyses of the exhaustion requirement in tinsley v. united parcel service, 635 f.2d 1288 (7th cir. 1980), vacated and remanded, 452 u.s. 934, 101 s.ct. 3072, 69 l.ed.2d 948 (1981); baldini v. local 1095, uaw, 581 f.2d 145 (7th cir. 1978); battle v. clark equip. mfg. co., 579 f.2d 1338 (7th cir. 1978); harrison v. chrysler corp., 558 f.2d 1273 (7th cir. 1977); and newgent v. modine mfg. co., 495 f.2d 919 (7th cir. 1974), this result is mandated by clayton."
0,"with these constitutional principles in mind, it is clear the minimal dictates of due process have been satisfied in this case."
1,"insofar as any language in clarke v. united states, d.c.mun.app., 160 a.2d 97 (1960) or in yankovitz v. united states, d.c.mun.app., 182 a.2d 889 (1962), could be construed to establish a local community standard or to relieve the government of its duty to prove prevailing community standards, it is overruled."
1,"the majority overrules the recent decision of ex parte trisler, 605 s.w.2d 619 (tex.cr.app. 1980), and the long line of decisions it represents, without regard to the doctrine of stare decisis."
1,"we disapprove of people v. aris, supra, 215 cal.app.3d 1178, and people v. day, supra, 2 cal.app.4th 405, to the extent they are inconsistent with this conclusion."
1,that case is hereby overruled.
0,the court stated that failure to cure the deficiencies identified in its order would result in dismissal with prejudice.
0,"writ denied on the showing made in part and denied in part. relator failed to include a copy of the bill of information, the district court's ruling, the state's answer, if any, the boykin transcript, and any other documents from the district court record that might support his ineffective assistance of counsel claim."
1,"we have concluded that it is erroneous and to the extent that sutton v. commonwealth, supra, indicates that a person may be prosecuted both for theft and knowingly receiving the same stolen article, it is overruled."
0,"defense counsel objected on the ground that the second-degree depraved heart murder instruction was more appropriate in cases in which the state had charged multiple levels of homicide, e.g., murder and manslaughter."
0,lack of a sua sponte self-defense instruction.
1,"however, for the reasons already stated, appellate courts should look to the evidence presented at the consolidation or severance hearing, and to the extent that hoyt can be read to permit appellate review of severance issues based only upon the offenses actually elected at the close of the evidence, it is overruled."
0,the prosecutor effectively withdrew the question.
1,we disapprove of those cases in which courts of appeals have held differently.
0,"see id.; see also meyer v. jones, 696 n.w.2d 611, 614 (iowa 2005) (""""when a state action threatens to deprive a person of a protected liberty or property interest, a person is entitled to procedural due process.""""). procedural due process requires notice and the opportunity for hearing appropriate to the nature of the case."
1,##note: people v. davis was affirmed not overruled.
1,"insofar as our case of dean v. dean, supra, is contrary to the holding in this case, it is overruled."
1,"however, we overrule the vitale case insofar as it is in conflict with our reasoning herein."
0,"approximately one hour after beginning deliberations, the jury asked the following question: """"which one of proof need only one to be true?"""""
1,"##people v. smith is reversed, not overruled (same line of cases)."
0,"chavers, 991 s.w.2d at 460"
1,"to the extent that either naifeh or dimauro might be construed to stand for the proposition that the district courts lack jurisdiction to consider appeals from refusal by the board to grant a medical license, those opinions are expressly overruled."
0,a hypothetically correct charge would also include an instruction on the law of parties.
1,this court overrules its holding in red to the extent that decision may be construed as authority for the proposition that exempt income should be excluded from disposable income regardless of whether the time limitation of  1325(b)(1)(b) or the provisions of  1325(b)(2) apply.
0,"see id. (""""the secretary had authority to promulgate regulations to carry out these powers, . . . and he did so in 27 c.f.r. part 55. . . . the regulations authorized '[a]ny atf officer' to 'inspect the site of any accident or fire in which there is reason to believe that explosive materials were involved.'"""""
0,""""" this """"expansive statutory language"""" has been interpreted to require the juvenile court """" 'to consider the totality of the circumstances of the child and his or her sibling in determining whether the child is at substantial risk of harm, within the meaning of any of the subdivisions enumerated in [section 300,] subdivision (j).' """" (in re ashley b. (2011) 202 cal.app.4th 968, 982-983.)"
1,"to the extent that plant economy, inc. v. mirror insulation co., supra, holds otherwise that case is overruled."
0,"8 u.s.c.  1357(a)(4); cf. sessions v. dimaya, 138 s. ct. 1204, 1212-13 (2018) (plurality opinion) (explaining that removal proceedings in some ways resemble criminal actions); mateo v. att'y gen., 870 f.3d 228, 232 (3d cir. 2017) (same)."
1,"nenno is overruled to the extent it decides article 38.22, section 6, applies only to custodial statements."
1,"to the extent that our ruling may conflict with state v. becker, 364 mo. 1079, 272 s.w.2d 283, that case should no longer be followed."
1,"texas osage co-operative royalty pool v. sullivan, tex.civ.app., 93 s.w.2d 566, an opinion of this court, is not in point on the facts, but statements in that opinion conflicting with our own conclusion, if any there be, are overruled to the extent of the conflict."
0,"as stated above, this issue was properly preserved for appeal, and thus, we must determine whether the trial court erred by overruling"
1,"to the extent that mcsheridan holds section 502(b)(6) to be a limit on tort claims other than those based on lost rent, rent-like payments or other damages directly arising from a tenant's failure to complete a lease term, it is overruled."
0,"gaines, 292 f.3d at 1224."
0,diaz-diaz contends that the government failed to prove venue and that he was prejudiced by the district court's rejection of his proposed jury instruction on venue.
1,"because of our holding here, we recede from our prior decisions on this issue to the extent that they do not conform to the procedure outlined herein."
1,"because here, as in workman and in contrast to ex parte new york, the defendant was an entity generally within the jurisdiction of the district court, ex parte new york is inapposite, and workman compels the conclusion that the county is unprotected by sovereign immunity."
0,"lopez also argues that, as a procedural matter, the bia should have remanded the case so the ij could consider his request for cancellation in light of the new evidence."
0,"{19} in state v. underwood, 124 ohio st.3d 365, 2010-ohio-1, 922 n.e.2d 923, the ohio supreme court held that """"[a] sentence is 'authorized by law' and is not appealable within the meaning of r.c. 2953.08(d)(1) only if it comports with all mandatory sentencing provisions."""""
0,1976) (internal   quotation marks omitted).
1,"this rule has received the strictest scrutiny and withstood repeated attacks; but the time has come, and we now abolish the cobb standard for appellate review of orders granting new trials on the sole ground that the verdict is against the great weight and preponderance of the evidence, and we overrule that line of cases following the cobb standard."
0,"see pearson v. wendell, 2015 me 136,  45, 47, 125 a.3d 1149."
0,the issue is not preserved for our review.
0,"see id., at 134135, 75 s.ct. 623."
0,the parties agree that the issue in this case requires us to determine the applicable unit of prosecution.
0,"see 6th cir. (""""published panel opinions are binding on later panels."
0,defendant raises a series of challenges to california's death penalty statute on grounds that we have repeatedly rejected.
1,"to the extent that gentry is inconsistent with this rule, we overrule it."
1,"to the extent mccoy and mccracken implied that the only right to counsel under the act was a statutory one, they are hereby modified."
0,"indeed, the legislature was aware that certain sensitive material must be carefully reviewed and anticipated that some of the information under review may never reach the public's eyes. statement to third official copy reprint of a. 1030 12 (""""[n.j.s.a. 10:4-13] requires that whenever a public body seeks to meet in private it must first pass a resolution . . . [that] must also state the general nature of the matters to be discussed and approximately when, if ever, the matters discussed can be made public."""""
0,he alleges only that counsel was tardy in passing on the revised plea offer.
1,"we have jurisdiction, article v, section 3(b)(3), florida constitution, and we approve in part and quash in part the decision of the fourth district."
0,the city decided that the training would include the milwaukee police citizen academy and the ride along with both of these training components being subject to the recommendations of the board's executive director.
0,"based on a comparison between inmates inside and outside disciplinary segregation, the state's actions in placing him there for 30 days did not work a major disruption in his environment."
0,the trial court's finding is neither defendant's stated salary amount nor the amount to which defendant testified at trial.
0,"the officers took a """"small .22 pistol,"""" which was loaded and had a shell in the chamber, from the right pocket of his jacket."
1,"filed, which appears to hold to the contrary, is hereby overruled."
1,"on reviewing the relevant statutory and case law, however, we are compelled to revisit our previous interpretation."
0,"in addition, cancel challenges his composite sentence for the three counts of first-degree sexual abuse of a minor: 60 years' imprisonment with 20 years suspended (i.e., 40 years to serve)."
